GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
1400000US25001010800,"Census Tract 108, Barnstable County, Massachusetts",2191,300,5.4,4.6,0.7,1,4.7,3.1,11.4,6.1,14,5.6,12.1,5.3,17.2,7.6,11.9,5.9,9.9,4.8,12.8,6.4,76090,12680,98934,15763,30.1,(X),(X),(X),(X),(X),1217,191,2.9,3.6,0,3.2,1.2,2.4,11.8,10.3,12,8,11.5,6.6,12.6,7.5,14.4,7.5,16.7,8,16.9,9.4,96625,36499,116627,19699,(X),(X),27.3,(X),(X),(X),1030,182,3.4,4.1,0,3.8,0,3.8,6.7,9,12.8,9.3,13.6,7.8,13,8.1,10.8,6.3,19.7,9.1,20,10.7,108281,54307,N,N,(X),(X),(X),(X),(X),(X),974,299,8.6,8.8,1.5,2.3,9.1,6.1,13.4,7.4,17.9,9.4,11.4,8.2,20.2,13.9,8.7,9.1,1.4,2.3,7.6,7.8,49651,17174,75283,20924,(X),(X),(X),(X),33.7,(X)
1400000US25001010900,"Census Tract 109, Barnstable County, Massachusetts",2324,293,5.8,6,1.5,1.8,8.3,5.5,5.2,3.4,3.6,3,18.5,7.2,15.5,6.5,18.3,6.5,8.8,4.1,14.5,8.9,84095,6425,109704,22066,28.8,(X),(X),(X),(X),(X),1595,272,0,2.5,0,2.5,1.7,2.7,2.8,3.1,2.5,3.1,19.6,9.3,19.3,9.4,23.6,8.7,12.8,6.2,17.8,12.3,108071,28494,135429,26432,(X),(X),29.6,(X),(X),(X),1555,276,0,2.5,0,2.5,1.7,2.7,2.8,3.2,2.6,3.2,20.1,9.5,18.8,9.6,23.4,8.8,13.1,6.4,17.5,12.5,107853,29256,N,N,(X),(X),(X),(X),(X),(X),729,223,18.5,17.5,4.7,5.6,22.9,14.8,10.4,8.6,5.9,6,16.3,9.4,7.1,5.6,8.4,7.5,0,5.3,5.8,7.1,26344,19753,50475,18544,(X),(X),(X),(X),25.5,(X)
1400000US25001011002,"Census Tract 110.02, Barnstable County, Massachusetts",1686,200,2.3,1.8,2.5,2.5,4.2,1.9,6.6,3.8,11,4.5,23.6,7.2,15.9,5,14.5,5.3,11.2,5.4,8.2,5.5,74787,10547,95906,10748,33.5,(X),(X),(X),(X),(X),1296,195,0,3,5.4,5.6,0.7,1.1,5.7,4.2,6.5,3.9,23.8,8,20.6,6.5,13.3,5.6,13.9,6.9,10,6.8,81962,9196,106531,13593,(X),(X),34,(X),(X),(X),934,180,0,4.2,0,4.2,0,4.2,3.9,3.3,5.9,4.1,24.5,9.8,17.7,6.6,18.5,7.6,15.6,8.2,13.9,9.1,95227,23822,N,N,(X),(X),(X),(X),(X),(X),390,94,10,8.1,4.6,5,15.9,8.3,9.7,8,25.9,11.2,13.8,8.3,6.4,6.5,11.3,7.6,0,9.7,2.3,3.3,42368,11422,51507,9415,(X),(X),(X),(X),31.5,(X)
1400000US25001011100,"Census Tract 111, Barnstable County, Massachusetts",1974,325,1.5,1.5,1.5,2.6,5.2,3.4,8.1,6.4,9.2,5.7,11,4.8,22.1,8.7,29.9,13.4,4,3,7.5,4.8,88778,11164,96540,12734,31.8,(X),(X),(X),(X),(X),1302,272,0,3,1.3,3.7,2,2.3,7.8,8.7,5.1,4.9,12.1,6.3,14.4,8.4,40.7,17.3,5.1,4.5,11.4,7.6,105370,12428,114158,15313,(X),(X),32.8,(X),(X),(X),1157,276,0,3.4,0,3.4,2.2,2.6,8.7,9.7,5.8,5.3,10.5,6.4,14.6,9.9,39.4,18.5,5.8,5,12.9,8.9,105752,26021,N,N,(X),(X),(X),(X),(X),(X),672,230,4.5,4.3,1.8,2.8,11.5,8.6,8.8,7.4,17,13.8,11,7.1,36.9,18.5,6.8,6.7,1.8,3,0,5.8,68500,32056,61292,10086,(X),(X),(X),(X),27.7,(X)
1400000US25001011200,"Census Tract 112, Barnstable County, Massachusetts",1731,252,4.2,3,6,3.1,11,3.8,7.6,4.2,11.1,4.8,15.5,5.7,9.4,4.1,19.7,5.7,7.3,3.9,8.3,5.2,69669,14455,95552,16396,27.2,(X),(X),(X),(X),(X),849,157,0,4.6,0,4.6,6.7,5.5,6,3.9,3.7,5.6,23.2,10.1,9,6.2,25.4,7.7,11,6.3,15.1,10,103906,22932,136717,29660,(X),(X),24.5,(X),(X),(X),703,152,0,5.5,0,5.5,8.1,6.4,5.7,4.1,0.9,1.7,22,10.8,6.5,5.1,25.3,8,13.2,7.5,18.2,11.3,109438,16058,N,N,(X),(X),(X),(X),(X),(X),882,198,8.2,5.6,11.8,6.1,15.1,5.8,9.1,6.8,18.4,8.2,8,6.1,9.8,5.4,14.2,8.8,3.9,4.6,1.7,2,41346,7018,55928,10245,(X),(X),(X),(X),29.7,(X)
1400000US25001011300,"Census Tract 113, Barnstable County, Massachusetts",1220,178,1.5,1.7,1.5,1.7,3.9,3,5.4,4,9.1,4.4,19.8,10.4,19.8,7.2,18,6.4,13,6.1,8,3.6,92524,12769,110468,13228,31.1,(X),(X),(X),(X),(X),823,158,2.7,2.8,1.1,1.9,1.1,2.5,6.4,6.6,7,4.3,20,14.8,21.1,10.2,17.9,7.3,11.7,6.3,10.9,4.9,90481,11908,117778,17575,(X),(X),36.6,(X),(X),(X),650,92,1.4,2.1,0,6,0,6,3.1,3.1,8.2,4.7,9.4,6.1,26.8,11.6,22.6,8.6,14.8,7.6,13.8,5.7,100435,10517,N,N,(X),(X),(X),(X),(X),(X),397,124,2.3,4.1,2.3,3.5,9.8,7.2,8.3,10.1,13.4,10.1,19.4,11.4,16.9,14.8,18.1,12.7,7.6,5.7,2,3.5,66094,43177,83010,18593,(X),(X),(X),(X),16.6,(X)
1400000US25001011400,"Census Tract 114, Barnstable County, Massachusetts",1485,179,3.8,3.1,2,2.2,12,6,11.2,5.5,11.6,5.2,11.6,5.4,9.2,4.2,23.7,7.9,10.9,6.4,4,2.5,68150,17587,87522,13150,33.5,(X),(X),(X),(X),(X),932,159,5.4,4.7,2.1,3.1,4.9,4.8,3.6,4.1,7.1,4.7,13.7,7.2,8.9,6.1,34.8,11.1,13.8,9.2,5.6,3.6,105000,36911,108037,15981,(X),(X),28.4,(X),(X),(X),814,153,4.8,5.1,1.4,2.7,2.2,2.6,4.2,4.7,8.1,5.4,11.1,6.7,10.2,7.1,37,11.7,14.7,10.2,6.4,4,118684,33911,N,N,(X),(X),(X),(X),(X),(X),553,146,3.1,3.4,1.6,2.7,26.9,13.7,24.1,12.4,14.3,9.2,8,8.3,9.6,8.3,9.2,8.2,3.3,3.7,0,7,31750,4326,48667,10477,(X),(X),(X),(X),40.7,(X)
1400000US25001011500,"Census Tract 115, Barnstable County, Massachusetts",1595,188,2.4,2.4,5.7,3.6,9.4,5.2,11.7,7,9.6,4.5,16.9,5.9,16.1,5.4,13.5,5.5,13,6.1,1.8,1.9,65844,12390,76483,9322,40.1,(X),(X),(X),(X),(X),1005,155,0,3.9,3.3,2.9,5,4.3,9.6,10.4,8.6,5.8,17.1,6.7,19.6,7.4,15.9,6.8,18.1,8.9,2.9,3,79759,10190,91049,11693,(X),(X),39.5,(X),(X),(X),634,123,0,6.1,2.4,2.9,3.6,3.9,2.1,2.3,6,4.5,21.3,8.4,25.1,9.8,23.8,9.8,11.2,6.7,4.6,4.7,90714,14758,N,N,(X),(X),(X),(X),(X),(X),590,152,6.4,6.2,12.9,9.1,19,11.7,10.2,5.7,11.4,7.7,16.4,9.6,10.2,6.6,9.3,9.1,4.2,4.4,0,6.6,37635,18566,51046,12651,(X),(X),(X),(X),38,(X)
1400000US25001011600,"Census Tract 116, Barnstable County, Massachusetts",1464,211,4.6,4.3,3.1,3.1,11.3,6.4,11.2,6.2,24,8.6,18.1,7,8.8,4.1,10.9,5.7,5.1,3.9,2.9,2.5,47813,5964,71193,14824,25.2,(X),(X),(X),(X),(X),766,139,7.6,8,0,5.1,0.8,1.5,10.6,7.3,23.4,11,17.4,7.4,13.3,7,17.2,9,5.2,4.6,4.6,4.4,57407,20131,89541,22568,(X),(X),24.2,(X),(X),(X),520,136,0,7.4,0,7.4,0,7.4,6.2,7.5,23.5,12.8,15.2,8.9,16.5,9.6,25.4,13.6,6.5,6.2,6.7,6.4,87000,24910,N,N,(X),(X),(X),(X),(X),(X),698,216,1.4,2.2,6.6,6.1,22.9,12.6,13.5,9.8,24.6,13.6,18.9,11.2,3.9,3.9,2.3,3.4,4.9,6,1,2.2,40560,10693,49280,9810,(X),(X),(X),(X),22.6,(X)
1400000US25001011700,"Census Tract 117, Barnstable County, Massachusetts",1065,161,6.2,4.3,2.3,2.4,5.3,3.2,7.7,4,11,5,18.3,6.5,11.8,4.8,12.9,5.2,11.4,7.7,13.2,5.2,74185,18377,105237,13571,35.8,(X),(X),(X),(X),(X),557,121,0,6.9,0,6.9,4.1,3.5,2.7,2.3,7,5.6,20.5,8.6,10.8,5.7,17.4,7.7,15.8,13.7,21.7,9,106406,35829,143327,24123,(X),(X),39.7,(X),(X),(X),446,104,0,8.6,0,8.6,2.9,2.8,2.7,2.7,8.7,7.1,15.5,8,11.2,6.5,15.9,8.5,19.7,16.8,23.3,10.5,126250,44121,N,N,(X),(X),(X),(X),(X),(X),508,108,13,8.5,4.7,5.2,6.5,5.3,13.2,7.8,15.4,7.6,16.7,9.8,13,8.4,7.1,6.8,6.5,5.1,3.9,4,46528,7055,62968,10041,(X),(X),(X),(X),29.5,(X)
1400000US25001011801,"Census Tract 118.01, Barnstable County, Massachusetts",1226,136,3.8,3.4,4.3,3,6.4,3.4,6.8,3.6,9.9,4.1,14.8,6,12.3,5.6,14.7,6,14.6,5.7,12.5,5.9,84250,14916,119000,23391,26.8,(X),(X),(X),(X),(X),714,111,1.3,2,1.5,2.4,1.5,2.4,3.1,3.4,4.9,4.4,14.1,8.1,16.7,7.7,19.5,9.2,21.1,8.4,16.2,9.1,115648,29705,151327,36337,(X),(X),26.6,(X),(X),(X),681,111,1.3,2.1,1.6,2.5,1.6,2.5,3.2,3.6,5.1,4.7,13.2,8.2,14.8,7.2,19.8,9.1,22.2,8.8,17,9.6,117176,30386,N,N,(X),(X),(X),(X),(X),(X),512,126,7.4,7.7,8.2,6.6,13.1,7.7,11.9,7.2,16.8,9.2,15.6,11.9,6.3,7.7,8,6,5.5,4.7,7.2,5.7,45268,14972,73919,20571,(X),(X),(X),(X),27,(X)
1400000US25001011802,"Census Tract 118.02, Barnstable County, Massachusetts",1737,178,5.1,4,1.8,1.6,6.3,3.1,3.5,2.4,15.4,5.3,14.5,4.4,12.5,3.9,19.4,4.7,10.6,5.4,10.9,4.9,82932,10671,110672,16706,36.3,(X),(X),(X),(X),(X),1227,160,4.8,5.3,2,2,2.7,3.2,1.1,1.3,13.4,5.7,15.1,5.3,14.7,5.1,23.6,6,13,6.4,9.6,4.2,90602,15583,116945,18120,(X),(X),31.9,(X),(X),(X),975,145,6.1,6.6,1.2,1.4,3.4,4,1.4,1.7,12.1,5.8,12.9,5.1,11.2,4.8,27.7,6.6,12.3,6.8,11.7,5,102961,16240,N,N,(X),(X),(X),(X),(X),(X),510,139,5.7,4.5,1.6,2.7,15.1,7,9,6.7,22.4,13.2,12.4,8.2,5.7,5,9.2,9.2,4.9,7.6,14.1,13.5,44844,13084,94979,37764,(X),(X),(X),(X),45.1,(X)
1400000US25001012001,"Census Tract 120.01, Barnstable County, Massachusetts",2567,325,3.4,2,1.2,1.5,11.5,6.3,4.2,2.5,12.6,5.4,19,7.3,11.3,5.7,16.4,6.3,16.8,7.2,3.5,3.3,68678,14233,89347,10275,38.6,(X),(X),(X),(X),(X),1628,262,0.7,1.1,0.9,1.4,0.7,1.4,2.8,2.5,8.9,5.8,19.5,10.6,15,8.3,29.3,10.6,16.7,9.1,5.5,5.2,104583,25380,109687,12846,(X),(X),42.5,(X),(X),(X),1178,233,0.9,1.5,1.2,1.9,0,3.3,3.8,3.5,9.7,7.5,22.3,13.5,10.3,6.2,22.2,9.9,21.9,12,7.6,7.2,106429,20137,N,N,(X),(X),(X),(X),(X),(X),939,237,8.2,5.4,1.9,3.3,30.1,13.7,6.8,5,19.5,11.3,18.2,8,4.3,4.2,7.2,5.7,3.7,4.5,0,4.2,39955,19194,48247,9363,(X),(X),(X),(X),31.9,(X)
1400000US25001012002,"Census Tract 120.02, Barnstable County, Massachusetts",1270,175,4.3,4,4.5,3.7,8.7,4.9,14.1,7.9,11.9,5.5,20.9,6.6,9.1,4.7,16.9,6.8,5.6,4.8,4,2.6,58430,6492,74433,10785,39.1,(X),(X),(X),(X),(X),717,138,1.1,1.7,0.7,2.2,4.9,6.2,7.3,8.2,16.2,8.6,28.9,10.2,10.3,6.1,15.6,8.7,9.6,8.3,5.4,4,62652,5955,89389,15819,(X),(X),39.5,(X),(X),(X),565,135,1.4,2.2,0,6.8,2.1,2.9,0.9,1.4,12.7,8.8,31.9,12.5,12,7.4,19.8,11,12.2,10.5,6.9,5.1,81719,30342,N,N,(X),(X),(X),(X),(X),(X),553,143,8.5,9.1,9.4,7.6,13.7,7.8,23,14.9,6.3,5.6,10.5,7.1,7.4,7.8,18.6,11.9,0.4,0.7,2.2,3.4,31713,16446,54334,13214,(X),(X),(X),(X),33.6,(X)
1400000US25001012101,"Census Tract 121.01, Barnstable County, Massachusetts",2181,265,2.1,2,0.8,1.2,5.8,3.4,6.9,4.4,16.6,9.6,19.9,7.7,17.9,6.7,24.7,7.8,2.3,2.1,3,2.3,71375,16331,82426,10398,32.8,(X),(X),(X),(X),(X),1556,237,1.2,1.8,0,2.5,4.6,4.5,7.6,5.6,10.4,6.8,26.9,10,16.5,7.4,25.3,9.7,3.2,2.9,4.2,3.3,74329,21123,89759,13460,(X),(X),38.1,(X),(X),(X),1157,247,1.6,2.4,0,3.4,2.8,3.1,3.9,3.6,6.1,6,23.8,10.5,20.7,9.4,31.1,11.2,4.3,4.1,5.7,4.4,89750,18203,N,N,(X),(X),(X),(X),(X),(X),625,217,4.3,5.4,2.7,4.2,8.8,6.9,5.3,6.3,32,25,16.2,10.9,12.5,9.4,18.2,10.7,0,6.2,0,6.2,48477,22224,58084,11258,(X),(X),(X),(X),19.5,(X)
1400000US25001012102,"Census Tract 121.02, Barnstable County, Massachusetts",1594,238,4.6,4.1,4.7,3.8,2.1,1.7,19.9,9.4,15.6,5.9,14.8,5.2,11.7,5.3,18.1,6.9,2.3,1.7,6.2,3.6,54348,9718,79667,14318,42.7,(X),(X),(X),(X),(X),861,164,9.2,8,2,3.1,1.2,1.8,9.8,6.6,9.5,6.3,19.3,8.8,14.6,7.6,20.7,8.5,3.3,2.8,10.6,6.4,71397,24451,99275,23207,(X),(X),42.9,(X),(X),(X),626,146,6.2,9,2.7,4.3,1.6,2.6,9.7,8,5,5.5,13.6,6,20.1,9.5,25.7,11.2,4.5,3.7,10.9,7.7,84138,15449,N,N,(X),(X),(X),(X),(X),(X),733,197,3.1,2.7,7.9,6.6,3.3,3,27.8,17,24.7,10.8,12.4,7.3,7.2,6.2,11.3,9.6,1.1,1.7,1.1,1.6,39077,13496,51745,10651,(X),(X),(X),(X),42.4,(X)
1400000US25001012200,"Census Tract 122, Barnstable County, Massachusetts",1762,223,0,2.2,0,2.2,2.3,2.7,4.8,2.8,8.2,4.6,14.3,6.5,16.2,9.8,23.1,6.4,11.4,5,19.8,8.3,107813,15588,155863,31767,41.6,(X),(X),(X),(X),(X),1269,243,0,3.1,0,3.1,0.3,0.5,4.6,3.4,3.7,5.2,9.9,5.7,20.1,14.1,21.8,7.8,13.1,6.5,26.6,10.7,120341,27685,184924,41849,(X),(X),50,(X),(X),(X),1192,235,0,3.3,0,3.3,0.3,0.5,3.8,3.7,3.6,5.6,10.5,6.1,20.3,14.9,20.1,8,13.9,6.9,27.5,11.4,125952,31180,N,N,(X),(X),(X),(X),(X),(X),493,163,0,7.8,0,7.8,7.5,9.9,5.3,6.1,19.7,15.5,25.8,15.5,16,12.7,16.4,11.2,6.9,8.2,2.4,3.8,62486,21372,77924,15255,(X),(X),(X),(X),20.1,(X)
1400000US25001012502,"Census Tract 125.02, Barnstable County, Massachusetts",1447,231,3.6,2.4,5.7,5.6,9.8,5.7,5.9,3.4,17.2,9.6,21.5,7.7,13.5,4.9,15.1,6.2,3.3,2.2,4.4,3.2,63063,17561,77200,12376,31,(X),(X),(X),(X),(X),839,225,0,4.7,6.6,9.2,10.8,8.2,2.9,2.7,20.7,15.5,18.2,11.2,14.7,6.1,17.5,8.7,1.1,1.6,7.5,5.5,67461,20920,87100,21125,(X),(X),35.4,(X),(X),(X),635,180,0,6.1,7.9,11.8,9,9.3,0,6.1,17.8,21,19.5,12.9,16.9,7.8,17.6,8.8,1.4,2.2,9.9,7.3,71526,12928,N,N,(X),(X),(X),(X),(X),(X),608,126,8.6,5.6,4.6,4.9,12.2,9.5,10.2,6.7,12.3,7.8,22.2,10.4,11.8,9.1,11.7,8.5,6.4,4.5,0,6.4,51121,16263,62391,11209,(X),(X),(X),(X),24.8,(X)
1400000US25001012601,"Census Tract 126.01, Barnstable County, Massachusetts",1296,170,0.8,1.2,5.4,4,1.9,2.1,19.3,8.2,15.1,7.4,15,6.1,12.3,4.8,22.1,7.9,1.5,1.8,6.5,5,67500,14063,92451,23233,46,(X),(X),(X),(X),(X),776,122,0,5,2.3,2.8,0,5,9.1,7.8,18.2,10.7,14.6,6.4,11.2,6.1,31.2,10.9,2.6,2.9,10.8,8.2,85333,26205,117182,36348,(X),(X),53.4,(X),(X),(X),563,124,0,6.9,3.2,3.9,0,6.9,0,6.9,16.9,12.2,15.5,8.2,11.9,7.5,38.5,13.5,3.6,4,10.5,9.7,111964,35233,N,N,(X),(X),(X),(X),(X),(X),520,138,1.9,3,10,9.2,4.8,5.1,34.4,15.7,13.8,10.7,16.7,11.9,13.5,9,4.8,5.8,0,7.4,0,7.4,33333,12817,47016,7975,(X),(X),(X),(X),35,(X)
1400000US25001012602,"Census Tract 126.02, Barnstable County, Massachusetts",1824,324,6.9,6.1,4.2,3.5,11.2,6.8,10.8,5.9,9.5,5.8,25.5,9.8,4.4,2.9,12.3,6.8,9.9,11,5.2,4.8,54853,13638,74890,17288,55.4,(X),(X),(X),(X),(X),992,287,7.7,6.5,1.6,2.6,4.3,5,14.3,9.5,3.4,5.8,18.1,11.4,5.6,7,20.9,11.5,24,18.4,0,3.9,78235,35207,91038,22965,(X),(X),68.3,(X),(X),(X),607,310,12.5,10.4,0,6.4,5.1,7.2,9.4,14.7,0,6.4,18,14.4,6.4,8.2,22.2,16.4,26.4,27,0,6.4,87434,59067,N,N,(X),(X),(X),(X),(X),(X),832,221,14.1,12.5,7.3,7.2,19.5,12.7,12.4,7.6,12.7,9.5,25.7,12.2,5,5.7,0,4.7,0,4.7,3.2,4.6,30000,14460,44061,12161,(X),(X),(X),(X),39.3,(X)
1400000US25001012700,"Census Tract 127, Barnstable County, Massachusetts",2116,318,1.5,1.6,0.6,1,1.6,1.7,4.3,2.8,9.5,4.4,27.5,10.7,8.5,4.2,24.5,7.8,9.6,6.1,12.5,5,90735,25956,114710,13086,53,(X),(X),(X),(X),(X),1453,342,1,1.6,0.8,1.5,0,2.7,2.4,2.6,7,5,28.9,15.1,11.6,6.9,28,10.4,5,3.9,15.3,6.9,93229,27339,122242,17317,(X),(X),51.6,(X),(X),(X),1221,326,0,3.2,1,1.8,0,3.2,1.4,2.2,6,4.7,30.5,17.6,7.1,5.5,32.2,12.1,4.8,4.3,17,8.2,104688,34371,N,N,(X),(X),(X),(X),(X),(X),663,204,2.4,3.8,0,5.9,5,5.3,8.6,6.9,14.9,10.5,24.3,13.5,7.1,7,18.9,13.5,16.4,13.4,2.4,3.9,64410,27075,85657,16135,(X),(X),(X),(X),54,(X)
1400000US25001012800,"Census Tract 128, Barnstable County, Massachusetts",1651,201,8.4,5,3,2.4,2.9,3.2,3.9,2.2,5.5,3.1,17,5.7,13,5.3,26,8.9,8.8,4.1,11.4,4.7,90924,18261,109846,13798,35.7,(X),(X),(X),(X),(X),1163,186,7.9,6.3,1.8,2.8,3.4,4.4,1.9,1.8,4.3,2.6,15.9,6.4,11.2,6,29.2,10.9,11.9,5.6,12.5,5.8,118281,32829,118007,14328,(X),(X),36,(X),(X),(X),920,181,0,4.3,2.3,3.6,0,4.3,1.6,1.9,5.4,3.3,16.4,7.7,9.9,6.1,33.6,13,15,7,15.8,7.4,132917,18353,N,N,(X),(X),(X),(X),(X),(X),488,133,13.3,9.5,5.9,5,1.6,2.7,8.8,5.9,8.4,8.2,19.5,11.3,17.2,10.2,14.5,9.9,1.6,2.6,9,8.6,69038,14206,85658,27390,(X),(X),(X),(X),34.8,(X)
1400000US25001012900,"Census Tract 129, Barnstable County, Massachusetts",1767,358,3,2.4,0.4,0.6,5.2,3.7,6.9,4,6.1,2.9,14.4,6,14.4,6,21.2,6.8,8.9,3.5,19.5,15.8,99236,29685,120347,26104,30.3,(X),(X),(X),(X),(X),1305,353,6,4.9,1.2,1.4,0,3,2.5,2.3,5.6,3.3,11.3,6.8,13.1,6.7,25.6,9.7,9.7,4.2,24.9,20.2,121528,22225,134604,31357,(X),(X),33.7,(X),(X),(X),1054,346,0.9,1.5,0.9,1.3,0,3.7,2.5,2.7,6.1,3.8,11.9,8.2,12.2,7.4,23.7,11,12,5.6,29.8,23.7,130625,33173,N,N,(X),(X),(X),(X),(X),(X),462,128,1.1,1.6,0,8.3,18,11.5,12.8,8,7.4,5.5,22.9,10.9,18,10.9,8.9,7.5,6.7,5.4,4.3,5.7,57432,12547,78223,21164,(X),(X),(X),(X),20.6,(X)
1400000US25001013002,"Census Tract 130.02, Barnstable County, Massachusetts",1295,200,3.8,4,1.3,1.8,5.7,3.8,3.2,2.3,6.8,4.8,19.7,6.9,14.9,5.8,15.7,5.8,18.1,8.5,10.7,4.9,87279,14213,146199,26025,37.5,(X),(X),(X),(X),(X),849,143,1.1,1.6,2,2.7,3.9,3.9,3.1,2.6,9,7.1,13.7,5.8,15.1,7.2,21.2,8,17.4,7,13.7,6.6,105481,15415,172530,36621,(X),(X),44.9,(X),(X),(X),697,122,1.3,2,1.1,1.9,2.6,3,3.7,3.1,6.5,6.6,14.5,6.6,14.5,8.1,24.8,9.6,16.5,6.9,14.5,7.4,106827,10894,N,N,(X),(X),(X),(X),(X),(X),446,155,9,11.2,0,8.6,9.2,9.6,3.6,4.5,2.7,3.4,31.2,16.9,14.6,11.7,5.2,4.6,20.9,20.6,3.8,4.5,69408,19553,95312,33667,(X),(X),(X),(X),23.3,(X)
1400000US25001013100,"Census Tract 131, Barnstable County, Massachusetts",2329,300,1.5,1.8,1.6,1.5,5.8,3.2,7,3.9,4.9,4.2,17.5,6.2,11.4,5,25.4,7.3,15.7,8.9,9.1,4,102804,20071,111711,11752,42.2,(X),(X),(X),(X),(X),1572,260,0,2.5,0.8,1.2,2.4,2.4,5.9,4.2,5.9,6,19.4,8.4,6,3.1,29.6,10.1,18.4,10.7,11.6,5.7,114792,18806,123943,14816,(X),(X),37.8,(X),(X),(X),1197,267,0,3.3,1,1.6,3.2,3.1,7.8,5.6,5.4,6.7,10,6.1,6.7,4.1,30.2,11.3,24.1,13.3,11.6,5.8,122171,28519,N,N,(X),(X),(X),(X),(X),(X),757,248,4.6,5.7,3.4,4,12.9,9.5,9.4,8,2.9,4.6,16,11.6,22.6,13,14.3,10.7,11.2,14.8,2.6,4.4,75550,18470,80366,19861,(X),(X),(X),(X),48.9,(X)
1400000US25001013200,"Census Tract 132, Barnstable County, Massachusetts",2052,332,5.3,4.4,2.4,2.9,3.7,3.1,10.2,6,7,4.8,20.9,6.4,10.8,4.8,20.8,10.6,10.3,5.1,8.5,3.9,75577,16044,99921,13635,55.3,(X),(X),(X),(X),(X),1483,311,4.8,5.4,2.4,3.7,2.2,3.5,3.2,3.2,9.6,6.4,19.9,7.2,8.7,6,24,13.6,14.3,6.8,10.9,5.4,99178,45659,116480,18003,(X),(X),56.7,(X),(X),(X),1262,280,0.7,1.2,2.9,4.3,2.6,4.1,3.7,3.8,6.6,4.9,19.2,7.8,10.2,7,24.6,15.7,16.8,8.4,12.8,6.4,124231,42619,N,N,(X),(X),(X),(X),(X),(X),569,189,6.7,7,2.5,3.8,7.6,7.4,28.6,16.5,0,6.8,23.6,15.8,16.3,10.3,14.8,11.3,0,6.8,0,6.8,53623,30196,54839,10407,(X),(X),(X),(X),51.7,(X)
1400000US25001013300,"Census Tract 133, Barnstable County, Massachusetts",1446,199,5,3.4,4.8,3.8,6.6,3.6,2.2,1.6,8.2,5.3,16.7,6.5,14.8,8.1,13.3,5.3,9.4,5,19.1,7.5,91333,30254,121570,20326,37.5,(X),(X),(X),(X),(X),886,176,1.8,3.2,0,4.4,1.6,1.6,2.8,2.7,6.2,5.3,12.2,5.7,20.2,12.5,13.2,6.7,15.1,7,26.9,11.6,129583,45911,159716,28941,(X),(X),32.7,(X),(X),(X),735,145,0,5.3,0,5.3,1.9,1.9,3.4,3.3,6.1,5.9,10.1,5.6,24.4,14.4,13.9,7.6,16.3,8.1,23.9,10.2,128229,51054,N,N,(X),(X),(X),(X),(X),(X),560,139,10.2,8.1,12.3,9.3,14.5,8.5,1.3,2.2,11.3,8.2,23.8,13.3,6.3,6.9,15,7.2,1.3,2,4.3,4.7,52660,24267,58832,10009,(X),(X),(X),(X),42.1,(X)
